,coal,oil,lignite,gas
2021-04-12,7.801736972704714,41.128890046959576,6.952458470518164,19.649999618530273
2021-04-13,7.85880893300248,41.128890046959576,7.003317713170088,19.510000228881836
2021-04-14,7.893052109181142,41.128890046959576,7.033833258761245,19.68000030517578
2021-04-15,8.012903225806452,41.128890046959576,7.140637668330288,20.260000228881836
2021-04-16,8.172704714640197,41.128890046959576,7.2830435477556765,20.540000915527344
2021-04-17,8.172704714640197,41.128890046959576,7.2830435477556765,20.540000915527344
2021-04-18,8.172704714640197,41.128890046959576,7.2830435477556765,20.540000915527344
2021-04-19,8.161290322580644,41.78166603260198,7.272871699225291,20.940000534057617
2021-04-20,8.161290322580644,41.78166603260198,7.272871699225291,21.065000534057617
2021-04-21,8.161290322580644,41.78166603260198,7.272871699225291,21.110000610351562
2021-04-22,8.195533498759305,41.78166603260198,7.303387244816447,21.3700008392334
2021-04-23,8.195533498759305,41.78166603260198,7.303387244816447,20.045000076293945
2021-04-24,8.195533498759305,41.78166603260198,7.303387244816447,20.045000076293945
2021-04-25,8.195533498759305,41.78166603260198,7.303387244816447,20.045000076293945
2021-04-26,8.184119106699752,41.32815684570715,7.293215396286063,20.0
2021-04-27,8.201240694789082,41.32815684570715,7.30847316908164,21.405000686645508
2021-04-28,8.189826302729529,41.32815684570715,7.298301320551255,21.55500030517578
2021-04-29,8.20694789081886,41.32815684570715,7.313559093346834,22.5
2021-04-30,8.20694789081886,41.32815684570715,7.313559093346834,23.28499984741211
2021-05-01,8.20694789081886,41.32815684570715,7.313559093346834,23.28499984741211
2021-05-02,8.20694789081886,41.32815684570715,7.313559093346834,23.28499984741211
2021-05-03,8.977419354838709,41.088537003553796,8.000158869147821,23.815000534057617
2021-05-04,8.96029776674938,41.088537003553796,7.984901096352243,23.049999237060547
2021-05-05,9.137220843672456,41.088537003553796,8.14256474857321,23.959999084472656
2021-05-06,9.308436724565755,41.088537003553796,8.295142476528985,24.329999923706055
2021-05-07,9.416873449131513,41.088537003553796,8.391775037567644,23.940000534057617
2021-05-08,9.416873449131513,41.088537003553796,8.391775037567644,23.940000534057617
2021-05-09,9.416873449131513,41.088537003553796,8.391775037567644,23.940000534057617
2021-05-10,9.565260545905707,42.54915751978744,8.52400906846265,25.190000534057617
2021-05-11,9.679404466501241,42.54915751978744,8.6257275537665,25.80500030517578
2021-05-12,9.79925558312655,42.54915751978744,8.732531963335543,26.420000076293945
2021-05-13,9.78213399503722,42.54915751978744,8.717274190539966,26.25
2021-05-14,9.747890818858561,42.54915751978744,8.686758644948812,26.829999923706055
2021-05-15,9.747890818858561,42.54915751978744,8.686758644948812,26.829999923706055
2021-05-16,9.747890818858561,42.54915751978744,8.686758644948812,26.829999923706055
2021-05-17,9.645161290322582,41.36275456095833,8.595212008175347,26.309999465942383
2021-05-18,9.656575682382133,41.36275456095833,8.60538385670573,24.809999465942383
2021-05-19,9.588089330024813,41.36275456095833,8.544352765523419,22.665000915527344
2021-05-20,9.673697270471463,41.36275456095833,8.620641629501307,24.684999465942383
2021-05-21,9.725062034739453,41.36275456095833,8.66641494788804,24.795000076293945
2021-05-22,9.725062034739453,41.36275456095833,8.66641494788804,24.795000076293945
2021-05-23,9.725062034739453,41.36275456095833,8.66641494788804,24.795000076293945
2021-05-24,9.759305210918113,41.36699509133285,8.696930493479194,24.760000228881836
2021-05-25,9.787841191066997,41.36699509133285,8.722360114805157,26.190000534057617
2021-05-26,9.776426799007444,41.36699509133285,8.712188266274774,26.424999237060547
2021-05-27,9.787841191066997,41.36699509133285,8.722360114805157,25.200000762939453
2021-05-28,9.787841191066997,41.36699509133285,8.722360114805157,24.93000030517578
2021-05-29,9.787841191066997,41.36699509133285,8.722360114805157,24.93000030517578
2021-05-30,9.787841191066997,41.36699509133285,8.722360114805157,24.93000030517578
2021-05-31,10.638213399503721,40.849578694752374,9.480162830318841,24.93000030517578
2021-06-01,10.934987593052108,40.849578694752374,9.744630892108853,25.975000381469727
2021-06-02,11.003473945409429,40.849578694752374,9.805661983291163,25.725000381469727
2021-06-03,11.471464019851117,40.849578694752374,10.22270777303695,25.704999923706055
2021-06-04,11.557071960297767,40.849578694752374,10.298996637014838,25.795000076293945
2021-06-05,11.557071960297767,40.849578694752374,10.298996637014838,25.795000076293945
2021-06-06,11.557071960297767,40.849578694752374,10.298996637014838,25.795000076293945
