fuel,coal,coal,coal,oil,oil,oil,gas,gas,gas
metric,bought_exp,generated_exp,stored_exp,bought_exp,generated_exp,stored_exp,bought_exp,generated_exp,stored_exp
Unnamed: 0,,,,,,,,,
2020-01-31,2105.263157894737,800.0,0.0,0.0,0.0,0.0,288.1963636363637,158.50800000000004,0.0
2020-02-29,3552.6315789473683,400.0,2500.0,0.0,0.0,0.0,1602.7086363636363,512.9795000000001,670.0186363636363
2020-03-31,315.7894736842106,650.1402499999999,2854.894078947368,0.0,0.0,0.0,36.34104545454545,283.11025,660.6268181818182
2020-04-30,315.7894736842106,247.73279999999994,2518.7551315789474,0.0,0.0,0.0,754.5430909090909,568.9252,380.76045454545454
2020-05-31,131.94802631578932,0.0,2650.7031578947367,0.0,0.0,0.0,1892.2813636363635,837.673,750.0
2020-06-30,1832.7473684210527,320.0,4157.894736842105,100.0,0.0,100.0,1800.0,501.952,2087.36
2020-07-31,0.0,119.99999999999994,3842.105263157895,0.0,0.0,100.0,1768.3543636363638,679.0395000000001,2621.0970909090906
2020-08-31,210.52631578947373,400.0,3000.0,0.0,0.0,100.0,802.1401818181818,468.62850000000003,2571.1854545454544
2020-09-30,2071.19052631579,647.0524,4368.42105263158,0.0,0.0,200.0,14.624545454545444,193.16509999999994,2449.008
2020-10-31,0.0,800.0,2263.1578947368425,0.0,0.0,200.0,0.0,122.50300000000003,2226.2752727272723
2020-11-30,842.1052631578947,800.0,1000.0,0.0,0.0,200.0,0.0,132.92150000000004,1984.5998181818177
2020-12-31,2500.0,800.0,2894.736842105263,500.0,0.0,1000.0,624.4232727272729,150.44000000000005,2603.6795454545454
2021-01-31,657.8947368421057,549.9999999999999,2105.263157894737,0.0,0.0,1000.0,0.0,479.2030000000001,1732.4013636363634
2021-02-28,2500.0,800.0,2500.0,0.0,0.0,1000.0,394.24863636363636,174.38250000000005,1809.5909090909088
2021-03-31,2539.4736842105267,800.0,4684.210526315789,0.0,0.0,1000.0,678.8263636363636,176.937,3000.0
2021-04-30,2421.0526315789475,800.0,5000.0,0.0,0.0,1000.0,177.72959090909083,115.00149999999996,2968.6359545454543
2021-05-31,1789.4736842105267,800.0,4684.210526315789,0.0,0.0,1000.0,50.04477272727275,110.09850000000006,2818.501636363636
2021-06-30,1473.6842105263158,600.0,4684.21052631579,0.0,0.0,1000.0,219.57699999999994,272.0135000000001,2583.9901818181816
2021-07-31,1263.1578947368423,800.0,3842.105263157895,0.0,0.0,1000.0,77.75563636363643,71.27600000000007,2532.1530909090907
2021-08-31,1263.1578947368423,800.0,3000.0,0.0,0.0,1000.0,104.5058181818182,95.79700000000003,2462.4825454545453
2021-09-30,1105.263157894737,800.0,3000.0,0.0,60.935099999999984,815.3481818181817,0.0,40.6234,2657.3805454545454
2021-10-31,0.0,800.0,894.7368421052629,0.0,100.51599999999999,510.7542424242425,0.0,25.128999999999998,2611.6914545454547
2021-11-30,2210.526315789474,800.0,1000.0,0.0,0.0,510.7542424242425,0.0,172.66600000000005,2297.753272727273
2021-12-31,2757.244736842106,800.0,3151.9815789473687,0.0,0.0,534.2306060606061,0.0,237.07650000000012,1986.9986363636363
2022-01-31,2105.2631578947367,647.7530000000002,3552.6315789473683,0.0,7.286000000000008,512.1518181818182,15.87336363636373,367.62299999999993,1334.4665454545454
2022-02-28,1052.6315789473686,800.0,2500.0,0.0,69.30450000000002,302.1381818181818,300.0,69.30450000000002,1508.4583636363636
2022-03-31,315.7894736842106,800.0,2460.5263157894733,0.0,0.0,433.66909090909087,0.0,146.67600000000004,1628.8660909090906
2022-04-30,1887.775592105264,800.0,2243.03875,0.0,52.790949999999974,273.6965151515152,0.0,9.316049999999995,1611.9278181818179
2022-05-31,0.0,456.97060000000005,1040.4845394736844,0.0,66.97325000000001,70.74727272727277,0.0,340.42114999999995,992.9802727272726
2022-06-30,3000.0,480.0,3401.617368421053,0.0,11.237250000000017,19.923030303030295,0.0,331.2372500000001,581.1699999999998
2022-07-31,126.72013157894749,781.5365,1471.6625,0.0,0.0,19.923030303030295,0.0,0.0,581.1699999999998
2022-08-31,2186.2322368421055,800.0,1552.6315789473686,0.0,4.893150000000003,5.095303030303012,0.0,44.03835000000002,501.10027272727257
2022-09-30,421.05263157894746,800.0,578.9473684210526,0.0,0.0,10.190606060606024,0.0,20.813999999999965,510.60709090909086
2022-10-31,1684.2105263157898,800.0,157.89473684210517,0.0,0.0,10.190606060606024,0.0,57.6735,405.74618181818175
2022-11-30,2368.4210526315796,800.0,421.05263157894746,0.0,3.362899999999988,0.0,0.0,112.26359999999997,201.63054545454543
2022-12-31,1052.6315789473686,800.0,0.0,42.00636363636363,13.862099999999998,0.0,0.0,124.75889999999998,0.0
